ปี,เดือน,ประเภทการทำการประมง,เครื่องมือ,ขนาดเรือ,พื้นที่ทำการประมง,ชนิดสัตว์น้ำ,ปริมาณ(ตัน),มูลค่า(พันบาท)
2566,เมษายน,พาณิชย์,ลอบหมึก,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,หมึกหอม,21,4942
2566,เมษายน,พาณิชย์,ลอบหมึกสาย,น้อยกว่า 30 ตันกรอส,อ่าวไทย,หมึกสาย,122,14648
2566,เมษายน,พาณิชย์,ลอบหมึกสาย,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,หมึกสาย,179,21491
2566,เมษายน,พาณิชย์,ลอบปลา,น้อยกว่า 30 ตันกรอส,อันดามัน,ปลาแข้งไก่,2,77
2566,เมษายน,พาณิชย์,ลอบปลา,น้อยกว่า 30 ตันกรอส,อันดามัน,ปลากะพงแดง,6,904
2566,เมษายน,พาณิชย์,ลอบปลา,น้อยกว่า 30 ตันกรอส,อันดามัน,ปลาเก๋า,3,571
2566,เมษายน,พาณิชย์,ลอบปลา,น้อยกว่า 30 ตันกรอส,อันดามัน,ปลาเลยหน้าดิน,6,243
2566,เมษายน,พาณิชย์,ลอบปลา,น้อยกว่า 30 ตันกรอส,อันดามัน,ปลาเป็ด,4,37
2566,เมษายน,พาณิชย์,ลอบปลา,น้อยกว่า 30 ตันกรอส,อันดามัน,หอยอื่นๆ,1,71
2566,เมษายน,พาณิชย์,ลอบปลา,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาแข้งไก่,2,78
2566,เมษายน,พาณิชย์,ลอบปลา,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลากะพงแดง,13,1958
2566,เมษายน,พาณิชย์,ลอบปลา,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาเก๋า,11,2094
2566,เมษายน,พาณิชย์,ลอบปลา,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาเลยหน้าดิน,12,485
2566,เมษายน,พาณิชย์,ลอบปลา,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาเป็ด,3,27
2566,เมษายน,พาณิชย์,ลอบปลา,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลากะพงแดง,1,151
2566,เมษายน,พาณิชย์,ลอบปลา,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาเก๋า,1,190
2566,เมษายน,พาณิชย์,ลอบปลา,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาเลยหน้าดิน,4,162
2566,เมษายน,พาณิชย์,ลอบปลา,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาเป็ด,1,9
2566,เมษายน,พาณิชย์,ลอบปลา,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,หอยอื่นๆ,13,921
2566,เมษายน,พาณิชย์,ลอบปลา,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาแข้งไก่,2,77
2566,เมษายน,พาณิชย์,ลอบปลา,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาทรายแดง,17,906
2566,เมษายน,พาณิชย์,ลอบปลา,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาทรายขาว,9,318
2566,เมษายน,พาณิชย์,ลอบปลา,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลากะพงแดง,17,2560
2566,เมษายน,พาณิชย์,ลอบปลา,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาเก๋า,27,5140
2566,เมษายน,พาณิชย์,ลอบปลา,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาเลยหน้าดิน,29,1172
2566,เมษายน,พาณิชย์,ลอบปลา,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาเลยผิวน้ำ,1,40
2566,เมษายน,พาณิชย์,ลอบปลา,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาเป็ด,7,64
2566,เมษายน,พาณิชย์,ลอบปลา,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาทรายแดง,21,1119
2566,เมษายน,พาณิชย์,ลอบปลา,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาทรายขาว,5,177
2566,เมษายน,พาณิชย์,ลอบปลา,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาเก๋า,16,3046
2566,เมษายน,พาณิชย์,ลอบปลา,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาเลยหน้าดิน,7,283
2566,เมษายน,พาณิชย์,ลอบปลา,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาเลยผิวน้ำ,1,40
2566,เมษายน,พาณิชย์,ลอบปลา,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาเป็ด,4,37
2566,เมษายน,พาณิชย์,ลอบปู,น้อยกว่า 30 ตันกรอส,อันดามัน,ปูม้า,4,842
2566,เมษายน,พาณิชย์,ลอบปู,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปูม้า,54,11371
2566,เมษายน,พาณิชย์,ลอบปู,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปูม้า,16,3369
2566,เมษายน,พาณิชย์,คราดหอยลาย,น้อยกว่า 30 ตันกรอส,อันดามัน,หอยลาย,4,240
2566,เมษายน,พาณิชย์,คราดหอยอื่น,น้อยกว่า 30 ตันกรอส,อ่าวไทย,กั้งไข่,2,157
2566,เมษายน,พาณิชย์,คราดหอยอื่น,น้อยกว่า 30 ตันกรอส,อ่าวไทย,หอยแครง,31,4610
2566,เมษายน,พาณิชย์,คราดหอยอื่น,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,หอยแครง,20,2974
2566,เมษายน,พาณิชย์,อวนรุนเคย,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาเป็ด,1,9
2566,เมษายน,พาณิชย์,อวนรุนเคย,น้อยกว่า 30 ตันกรอส,อ่าวไทย,เคย,52,832
2566,เมษายน,พาณิชย์,อวนรุนเคย,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,เคย,2,32
2566,เมษายน,พาณิชย์,อวนลอยปลา,น้อยกว่า 30 ตันกรอส,อันดามัน,ปลาแข้งไก่,3,116
2566,เมษายน,พาณิชย์,อวนลอยปลา,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาลัง,18,1303
2566,เมษายน,พาณิชย์,อวนลอยปลา,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาอินทรี,5,904
2566,เมษายน,พาณิชย์,อวนลอยปลา,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาสีกุน,1,39
2566,เมษายน,พาณิชย์,อวนลอยปลา,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาหลังเขียว,38,627
2566,เมษายน,พาณิชย์,อวนลอยปลา,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาจวด,1,47
2566,เมษายน,พาณิชย์,อวนลอยปลา,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาทรายแดง,1,53
2566,เมษายน,พาณิชย์,อวนลอยปลา,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาทรายขาว,2,71
2566,เมษายน,พาณิชย์,อวนลอยปลา,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาปากคม,1,32
2566,เมษายน,พาณิชย์,อวนลอยปลา,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาเห็ดโคน,1,95
2566,เมษายน,พาณิชย์,อวนลอยปลา,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาเลยหน้าดิน,7,283
2566,เมษายน,พาณิชย์,อวนลอยปลา,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาเลยผิวน้ำ,60,2425
2566,เมษายน,พาณิชย์,อวนลอยปลา,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาเป็ด,63,578
2566,เมษายน,พาณิชย์,อวนลอยปลา,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาทู,96,7256
2566,เมษายน,พาณิชย์,อวนลอยปลา,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาลัง,72,5209
2566,เมษายน,พาณิชย์,อวนลอยปลา,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาอินทรี,117,21144
2566,เมษายน,พาณิชย์,อวนลอยปลา,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาดาบลาว,5,311
2566,เมษายน,พาณิชย์,อวนลอยปลา,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาโอดำ,15,888
2566,เมษายน,พาณิชย์,อวนลอยปลา,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาโอลาย,24,1231
2566,เมษายน,พาณิชย์,อวนลอยปลา,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาสีกุน,7,273
2566,เมษายน,พาณิชย์,อวนลอยปลา,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาสีกุนตาโต,1,52
2566,เมษายน,พาณิชย์,อวนลอยปลา,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาหลังเขียว,353,5827
2566,เมษายน,พาณิชย์,อวนลอยปลา,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลากระโทงแทง,2,120
2566,เมษายน,พาณิชย์,อวนลอยปลา,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาจวด,1,47
2566,เมษายน,พาณิชย์,อวนลอยปลา,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาทรายแดง,31,1652
2566,เมษายน,พาณิชย์,อวนลอยปลา,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาทรายขาว,13,461
2566,เมษายน,พาณิชย์,อวนลอยปลา,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาปากคม,55,1775
2566,เมษายน,พาณิชย์,อวนลอยปลา,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาดาบเงิน,1,82
2566,เมษายน,พาณิชย์,อวนลอยปลา,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลากะพงแดง,1,151
2566,เมษายน,พาณิชย์,อวนลอยปลา,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาตาโต,6,258
2566,เมษายน,พาณิชย์,อวนลอยปลา,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาเห็ดโคน,3,284
2566,เมษายน,พาณิชย์,อวนลอยปลา,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาเลยหน้าดิน,88,3557
2566,เมษายน,พาณิชย์,อวนลอยปลา,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาเลยผิวน้ำ,11,444
2566,เมษายน,พาณิชย์,อวนลอยปลา,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาเป็ด,26,239
2566,เมษายน,พาณิชย์,อวนลอยปลา,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,กั้งกระดาน,1,255
2566,เมษายน,พาณิชย์,อวนลอยปลา,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปูม้า,1,211
2566,เมษายน,พาณิชย์,อวนลอยปลา,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาทู,47,3552
2566,เมษายน,พาณิชย์,อวนลอยปลา,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาลัง,48,3472
2566,เมษายน,พาณิชย์,อวนลอยปลา,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาอินทรี,63,11386
2566,เมษายน,พาณิชย์,อวนลอยปลา,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาดาบลาว,2,124
2566,เมษายน,พาณิชย์,อวนลอยปลา,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาโอดำ,8,473
2566,เมษายน,พาณิชย์,อวนลอยปลา,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาโอลาย,14,718
2566,เมษายน,พาณิชย์,อวนลอยปลา,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาสีกุน,7,273
2566,เมษายน,พาณิชย์,อวนลอยปลา,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาหลังเขียว,522,8615
2566,เมษายน,พาณิชย์,อวนลอยปลา,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาน้ำดอกไม้,1,56
2566,เมษายน,พาณิชย์,อวนลอยปลา,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลากระโทงแทง,2,120
2566,เมษายน,พาณิชย์,อวนลอยปลา,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาจวด,1,47
2566,เมษายน,พาณิชย์,อวนลอยปลา,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาทรายแดง,41,2185
2566,เมษายน,พาณิชย์,อวนลอยปลา,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาทรายขาว,11,389
2566,เมษายน,พาณิชย์,อวนลอยปลา,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาปากคม,36,1162
2566,เมษายน,พาณิชย์,อวนลอยปลา,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาดาบเงิน,2,165
2566,เมษายน,พาณิชย์,อวนลอยปลา,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลากะพงแดง,2,302
2566,เมษายน,พาณิชย์,อวนลอยปลา,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาตาโต,10,429
2566,เมษายน,พาณิชย์,อวนลอยปลา,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาลิ้นหมา,1,86
2566,เมษายน,พาณิชย์,อวนลอยปลา,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาจักรผาน,1,83
2566,เมษายน,พาณิชย์,อวนลอยปลา,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลายอดจาก,7,295
2566,เมษายน,พาณิชย์,อวนลอยปลา,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาเลยหน้าดิน,63,2547
2566,เมษายน,พาณิชย์,อวนลอยปลา,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาเลยผิวน้ำ,1,40
2566,เมษายน,พาณิชย์,อวนลอยปลา,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาเป็ด,16,147
2566,เมษายน,พาณิชย์,อวนจมปู,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปูม้า,15,3160
2566,เมษายน,พาณิชย์,อวนจมปู,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาเลยหน้าดิน,1,40
2566,เมษายน,พาณิชย์,อวนจมปู,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปูม้า,10,2107
2566,เมษายน,พาณิชย์,อวนจมปู,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,หอยอื่นๆ,2,142
2566,เมษายน,พาณิชย์,อวนติดตาอื่นๆ,น้อยกว่า 30 ตันกรอส,อ่าวไทย,หมึกสาย,1,120
2566,เมษายน,พาณิชย์,แผงยกปูจักจั่น,น้อยกว่า 30 ตันกรอส,อันดามัน,ปูจักจั่น,17,1217
2566,เมษายน,พาณิชย์,แผงยกปูจักจั่น,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปูจักจั่น,5,358
2566,เมษายน,พาณิชย์,เบ็ดมือ,น้อยกว่า 30 ตันกรอส,อันดามัน,ปลาอินทรี,1,181
2566,เมษายน,พาณิชย์,เบ็ดมือ,น้อยกว่า 30 ตันกรอส,อันดามัน,ปลาแข้งไก่,1,39
2566,เมษายน,พาณิชย์,เบ็ดมือ,น้อยกว่า 30 ตันกรอส,อันดามัน,ปลาเลยหน้าดิน,1,40
2566,เมษายน,พาณิชย์,เบ็ดมือ,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาแข้งไก่,2,77
2566,เมษายน,พาณิชย์,เบ็ดมือ,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาเลยหน้าดิน,1,40
2566,เมษายน,พาณิชย์,เบ็ดมือ,น้อยกว่า 30 ตันกรอส,อ่าวไทย,หมึกกล้วย,3,652
2566,เมษายน,พาณิชย์,เบ็ดมือ,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,หมึกกล้วย,1,217
2566,เมษายน,พาณิชย์,เบ็ดราว,น้อยกว่า 30 ตันกรอส,อันดามัน,ปลาอินทรี,3,542
2566,เมษายน,พาณิชย์,เบ็ดราว,น้อยกว่า 30 ตันกรอส,อันดามัน,ปลาฉลาม,3,188
2566,เมษายน,พาณิชย์,เบ็ดราว,น้อยกว่า 30 ตันกรอส,อันดามัน,ปลาเก๋า,3,571
2566,เมษายน,พาณิชย์,เบ็ดราว,น้อยกว่า 30 ตันกรอส,อันดามัน,ปลาเลยหน้าดิน,1,40
2566,เมษายน,พาณิชย์,เบ็ดราว,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาอินทรี,12,2168
2566,เมษายน,พาณิชย์,เบ็ดราว,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลายอดจาก,3,127
2566,เมษายน,พาณิชย์,เบ็ดราว,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาฉลาม,7,439
2566,เมษายน,พาณิชย์,เบ็ดราว,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาเลยหน้าดิน,3,121
2566,เมษายน,พาณิชย์,เบ็ดราว,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาอินทรี,16,2891
2566,เมษายน,พาณิชย์,เบ็ดราว,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลายอดจาก,19,802
2566,เมษายน,พาณิชย์,เบ็ดราว,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาเลยหน้าดิน,1,40
2566,พฤษภาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อันดามัน,ปลาแข้งไก่,1,39
2566,พฤษภาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อันดามัน,ปลาน้ำดอกไม้,3,168
2566,พฤษภาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อันดามัน,ปลาจวด,2,93
2566,พฤษภาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อันดามัน,ปลาทรายแดง,8,426
2566,พฤษภาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อันดามัน,ปลาทรายขาว,3,106
2566,พฤษภาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อันดามัน,ปลาปากคม,8,258
2566,พฤษภาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อันดามัน,ปลากะพงแดง,1,151
2566,พฤษภาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อันดามัน,ปลาลิ้นหมา,2,172
2566,พฤษภาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อันดามัน,ปลาเลยหน้าดิน,47,1900
2566,พฤษภาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อันดามัน,ปลาเป็ด,167,1533
2566,พฤษภาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อันดามัน,กุ้งกุลาลาย,2,760
2566,พฤษภาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อันดามัน,กุ้งโอคัก,3,453
2566,พฤษภาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อันดามัน,กุ้งอื่นๆ,10,952
2566,พฤษภาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อันดามัน,ปูม้า,1,211
2566,พฤษภาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อันดามัน,ปูอื่นๆ,2,345
2566,พฤษภาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อันดามัน,หมึกกล้วย,18,3913
2566,พฤษภาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อันดามัน,หมึกกระดอง,3,508
2566,พฤษภาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อันดามัน,หมึกสาย,2,240
2566,พฤษภาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาสีกุน,2,78
2566,พฤษภาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาจะละเม็ดขาว,1,333
2566,พฤษภาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาน้ำดอกไม้,11,616
2566,พฤษภาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาจวด,1,47
2566,พฤษภาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาทรายแดง,89,4743
2566,พฤษภาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาทรายขาว,22,779
2566,พฤษภาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาปากคม,64,2065
2566,พฤษภาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาดาบเงิน,1,82
2566,พฤษภาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลากะพงแดง,6,904
2566,พฤษภาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาตาโต,4,172
2566,พฤษภาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลากระเบน,3,156
2566,พฤษภาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาลิ้นหมา,5,430
2566,พฤษภาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลายอดจาก,9,380
2566,พฤษภาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาเก๋า,1,190
2566,พฤษภาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาเลยหน้าดิน,287,11600
2566,พฤษภาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาเป็ด,1430,13132
2566,พฤษภาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,กุ้งแชบ๊วย,3,857
2566,พฤษภาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,กุ้งกุลาลาย,3,1140
2566,พฤษภาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,กุ้งโอคัก,49,7404
2566,พฤษภาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,กุ้งอื่นๆ,350,33334
2566,พฤษภาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,กั้งไข่,8,629
2566,พฤษภาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปูม้า,2,422
